Genero;Edad;Tipo_Hogar;Vive_rural;Actividad_Laboral;Trabajo_Esencial;Ingreso_Neto_Mensual;¿Hasta que punto está preocupado de que Usted o un miembro de su familia se pueda contagiar de Coronavirus COVID-19? ;¿Ha podido concentrarse bien en lo que hace?;¿Sus preocupaciones le han hecho perder el sueño?;¿Ha sentido que está jugando un papel útil en la vida? ;¿Se ha sentido capaz de tomar decisiones?;¿Se ha sentido constantemente agobiado y en tensión?;¿Ha sentido que no puede superar sus dificultades?;¿Ha sido capaz de disfrutar sus actividades normales de cada día?;¿Ha sido capaz de hacer frente a sus problemas?;¿Se ha sentido deprimido?;¿Ha perdido confianza en sí mismo?;¿Ha pensado que usted es una persona que no vale para nada?;¿Se siente razonablemente bien dadas las circunstancias actuales?;¿Ha experimentado problemas físicos derivados de la falta de actividad física?;¿Ha experimentado insomnio/problemas para dormir?;Aburrimiento;Sensación de aislamiento;Frustación;Irritación;Preocupación;Soledad;Impotencia;Rabia;Miedo;Nerviosismo;Tristeza;Culpa;Felicidad;Alivio;Acuerdo_Cumplimiento_Medidas;La personas importantes para mi respetan a rajatabla las medidas para frenar el contagio;En mi entorno directo he tenido conocimiento de muy pocos casos de personas que hayan infringido las medidas de prevención de contagio;Las personas que son importantes para mi piensan que respetar las medidas de prevención del contagio es lo correcto;Acuerdo_Presion_Social;Pensar en el COVID-19  me hace sentir ansioso/a;Me siento tenso/a cuando pienso en la amenaza del  COVID19
1;22;7;0;6;0;2;5;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;3;1;1;1;4;4;3;5;5;5;5;5;5
1;21;7;0;6;0;3;5;1;3;2;2;1;3;3;4;3;4;4;3;2;4;4;4;2;2;1;5;2;1;1;1;1;3;3;5;3;5;5;5;2;4;5
1;21;7;0;6;0;1;4;1;2;2;1;2;1;1;1;2;2;3;2;3;2;2;5;2;3;1;4;1;5;3;2;2;5;4;4;1;5;3;5;5;3;3
0;21;7;0;6;0;3;5;1;1;1;1;1;2;1;1;1;2;3;2;1;1;1;1;1;1;2;1;1;3;4;2;1;5;5;5;5;5;4;5;4;5;3
1;19;7;0;6;0;2;2;1;2;3;1;2;2;1;2;1;3;3;3;3;2;1;3;5;1;5;1;5;3;5;4;1;5;4;5;2;4;5;4;2;1;1
1;22;2;0;6;0;1;5;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;1;5;5;5;3;5;5
0;22;2;0;6;0;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;5;5;5;4;5;5;5;5;5;5;5;2;5;1;5;3;5;3;1;1
1;23;2;0;6;0;1;5;1;1;1;2;1;1;1;1;1;1;1;1;2;2;5;1;1;1;1;1;1;1;1;1;1;3;5;5;3;3;3;5;5;5;5
0;19;2;0;6;0;2;2;1;2;2;1;2;2;2;2;2;2;3;1;3;3;1;2;2;1;1;1;1;1;2;5;2;2;3;4;2;4;4;4;2;1;1
0;22;2;0;6;0;2;3;1;1;2;3;2;2;1;2;1;1;1;2;4;1;1;1;1;3;2;1;1;1;2;2;1;2;4;5;3;4;5;4;4;3;3
0;22;2;0;6;0;1;4;1;1;3;3;1;1;1;1;1;1;1;3;1;1;1;1;1;3;1;1;1;5;5;1;1;5;5;4;1;4;5;5;5;3;2
1;24;2;0;6;0;3;1;2;2;2;3;2;2;3;3;2;2;2;3;4;1;2;2;2;2;2;2;2;4;4;2;2;4;3;3;3;3;2;4;4;3;2
1;18;2;0;6;0;3;2;1;1;1;1;1;1;1;1;1;1;1;1;3;1;4;1;1;1;1;1;1;1;1;1;1;1;5;5;1;5;2;4;2;4;4
1;25;2;0;6;0;2;3;5;3;3;4;4;5;2;4;3;4;5;4;5;2;5;5;5;5;5;5;5;5;5;5;5;5;1;3;2;3;4;4;4;1;3
0;25;2;0;6;0;2;5;1;1;1;2;1;1;2;1;1;1;1;3;1;1;1;1;3;2;1;5;2;5;3;1;2;2;4;4;1;2;2;4;2;3;2
1;21;2;0;6;0;1;4;2;2;3;3;1;2;2;2;2;3;3;3;2;2;5;4;2;2;3;5;2;4;5;2;2;5;3;4;2;4;2;4;3;1;2
1;18;2;0;6;1;1;4;3;1;5;1;1;1;2;2;3;3;1;3;5;1;1;1;1;1;1;1;1;1;4;1;2;4;3;3;1;3;3;4;5;5;3
0;24;3;0;6;0;3;3;2;3;3;3;3;3;3;3;3;3;3;4;5;4;4;5;5;5;4;5;5;5;5;5;5;5;3;3;1;4;2;4;2;1;1
1;25;4;0;6;0;3;4;3;2;2;3;2;2;3;3;3;4;4;3;4;4;2;3;2;4;2;4;3;5;4;3;4;5;2;3;2;4;4;4;2;4;4
1;19;4;0;6;1;2;4;1;4;4;2;1;1;2;2;1;2;1;3;4;2;4;5;1;2;2;5;3;4;4;2;2;1;3;5;1;4;3;5;5;2;1
0;26;4;0;6;0;3;3;3;3;1;3;3;3;4;3;2;3;3;4;2;3;5;5;5;5;5;5;1;4;5;5;3;5;3;3;4;5;5;5;4;1;1
1;23;4;0;6;0;2;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
0;20;4;0;6;0;1;4;1;2;3;2;2;2;1;1;1;2;3;4;1;1;1;1;1;2;2;1;1;4;3;2;1;4;3;5;4;2;4;5;2;4;5
1;23;4;0;6;0;2;4;1;2;1;1;1;1;1;1;1;1;1;2;4;1;2;3;3;3;2;3;2;2;3;1;3;3;5;5;4;4;4;5;5;3;3
1;31;4;0;6;0;2;4;1;3;3;3;2;3;3;3;3;3;3;4;3;3;5;5;3;1;3;5;2;1;4;3;4;5;2;4;4;2;2;4;3;2;2
0;24;4;0;6;0;1;4;2;2;2;2;1;2;2;3;1;2;2;2;4;2;5;2;2;2;1;2;2;2;2;2;2;1;4;3;3;4;4;4;4;4;4
1;19;4;0;6;0;1;4;2;2;3;3;2;3;4;3;2;3;3;4;3;2;5;5;4;5;2;5;3;5;5;4;4;5;3;5;1;2;1;4;1;1;2
1;36;4;0;6;1;3;3;2;3;2;3;5;4;3;3;3;3;3;3;3;3;4;2;5;3;3;3;3;5;4;5;5;5;2;5;3;4;4;4;3;2;2
1;20;4;0;6;0;3;5;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;1;1;2;1;2;2;1;1;1;4;5;2;4;3;5;5;4;4
0;18;4;0;6;0;2;4;1;1;1;3;2;2;2;2;2;2;2;2;5;2;5;1;1;3;1;2;1;4;3;2;2;2;4;3;3;5;5;5;4;1;1
1;19;4;0;6;0;3;4;5;1;1;2;1;2;2;2;2;3;1;3;2;1;1;2;1;1;1;1;1;1;2;1;1;2;3;4;1;2;2;3;4;1;3
1;24;4;0;6;0;4;4;1;2;4;3;2;2;3;4;3;3;3;4;3;1;5;4;4;2;3;2;5;5;3;3;3;5;1;3;2;4;4;5;5;4;4
1;22;4;0;6;0;5;5;4;2;3;2;1;2;2;2;2;2;3;4;2;2;1;3;2;2;2;4;3;3;3;2;2;5;2;3;1;4;5;5;1;5;4
1;20;4;0;6;0;0;5;2;3;3;2;3;3;2;3;2;3;3;5;2;3;2;2;2;5;2;5;3;5;3;2;3;5;2;3;3;5;5;5;4;3;4
0;23;4;0;6;0;0;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;3;4;1;2;4;5;5
0;21;5;0;6;0;3;5;1;1;2;2;1;2;2;2;2;2;2;1;3;1;2;3;1;1;1;3;1;3;1;1;1;1;4;3;1;3;2;4;4;4;5
1;18;5;0;6;0;4;3;2;3;1;4;4;4;1;3;2;4;3;4;3;3;2;2;2;3;3;3;2;2;5;4;2;5;3;4;3;4;5;5;5;1;1
1;20;6;0;6;1;2;4;2;1;3;3;2;3;2;3;2;3;5;4;1;1;5;2;3;2;1;3;3;3;2;2;3;5;3;5;2;4;5;5;4;3;4
1;25;6;0;6;1;0;5;1;1;1;3;1;1;1;2;1;2;1;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;5;5;2;5;4;4;5;4;3
1;24;6;0;6;0;2;5;1;2;3;3;2;2;1;2;2;3;3;2;1;1;3;2;2;2;2;4;3;3;2;1;3;5;3;5;3;2;5;4;3;4;4
1;24;6;0;6;0;1;5;1;1;1;1;1;1;1;4;1;1;1;2;3;1;1;1;1;1;1;1;1;1;1;1;1;5;4;5;3;4;4;5;4;5;5
0;31;6;0;6;0;2;3;4;3;3;2;4;4;4;3;3;3;3;3;3;3;5;5;5;5;5;4;5;5;5;5;5;5;4;4;1;4;3;5;4;2;2
1;19;6;0;6;0;0;4;3;3;3;1;1;1;4;1;1;3;1;1;3;2;5;4;4;2;3;3;3;3;3;2;1;3;4;4;1;3;2;4;3;1;1
1;37;6;0;6;0;3;3;1;3;3;2;2;2;4;2;3;4;3;3;2;3;4;2;2;3;3;2;3;4;3;2;2;3;4;4;4;3;5;5;4;3;3
1;36;6;0;6;0;0;4;3;2;3;3;3;3;3;3;2;3;5;4;2;2;3;2;3;3;2;4;2;3;2;2;2;4;3;3;2;5;5;5;2;5;5
1;21;6;0;6;0;1;4;2;2;3;2;2;4;1;4;2;5;5;3;3;2;1;2;1;2;2;5;1;2;3;1;2;5;3;5;4;4;4;5;5;4;3
1;22;6;0;6;0;1;2;1;1;1;1;1;1;3;1;3;2;2;3;2;1;3;4;1;1;1;5;4;3;5;1;3;5;3;5;2;5;4;4;2;2;1
0;26;7;0;6;0;1;4;1;2;2;2;2;2;2;2;3;3;3;3;3;2;2;4;1;4;2;5;3;5;4;3;4;5;3;5;1;2;4;5;3;4;3
0;20;7;0;6;0;3;2;2;3;3;3;4;4;2;3;3;3;3;3;2;3;1;5;5;1;5;5;5;1;5;5;5;5;5;5;2;4;4;3;4;1;1
1;22;1;1;6;0;2;5;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;1;1;1;1;1;1;5;5;4;4;4;4;5;4;5
1;26;7;1;6;0;5;5;2;1;3;3;2;2;2;2;1;2;1;2;4;1;5;2;2;2;1;2;2;2;2;2;1;3;3;4;2;4;2;4;3;3;5
1;20;7;1;6;0;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;5;5;3;5;4;4;4;5;5
1;20;7;1;6;0;0;5;1;1;3;3;2;3;2;3;2;4;5;3;3;2;2;2;1;4;2;2;2;2;2;1;3;3;2;4;3;5;4;5;2;2;2
1;23;7;1;6;0;0;5;1;1;2;2;1;2;1;3;2;1;3;3;2;2;3;1;1;2;1;3;2;4;2;2;3;5;2;5;5;5;5;5;5;5;4
1;20;7;1;6;0;1;3;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;5;1;4;3;5;3;5;5
1;20;7;1;6;0;0;5;1;1;3;3;2;3;2;3;2;4;5;3;3;2;2;2;1;4;2;2;2;2;2;1;3;3;2;4;3;5;4;5;2;2;2
1;23;2;1;6;0;0;3;2;2;2;3;2;2;2;3;4;4;3;2;3;1;1;1;1;1;1;2;2;2;4;3;2;5;4;5;2;2;1;3;2;3;5
1;23;2;1;6;0;0;3;1;4;1;2;5;5;1;1;1;2;2;1;2;3;1;3;1;1;2;1;2;2;3;3;1;4;4;5;2;3;4;4;2;2;3
1;21;2;1;6;0;3;3;2;3;3;3;2;3;3;3;2;3;2;4;2;1;2;4;3;4;4;4;3;4;5;5;2;5;2;3;2;4;5;5;2;1;1
0;24;2;1;6;0;1;3;2;4;3;3;3;3;2;2;2;2;2;3;3;3;1;1;2;1;2;3;2;2;4;2;3;4;3;3;2;3;3;4;5;2;2
1;28;2;1;6;0;1;2;1;3;1;1;1;1;1;1;1;1;3;2;2;3;5;5;1;1;3;2;3;2;3;2;1;2;4;4;4;4;4;5;4;2;2
1;19;2;1;6;0;1;2;3;4;3;3;3;3;2;3;2;3;2;3;3;4;2;2;2;3;3;1;3;3;3;3;2;3;3;3;2;3;2;3;3;3;3
1;18;2;1;6;0;4;3;2;3;3;3;1;1;3;3;2;2;2;3;5;4;5;4;2;2;3;4;2;2;2;1;2;4;4;4;3;3;2;4;3;4;4
1;32;2;1;6;0;2;5;2;3;2;3;2;4;3;4;5;4;5;3;4;2;1;2;3;5;2;3;1;5;3;3;1;4;3;5;3;4;4;4;3;4;4
1;20;3;1;6;0;3;5;1;4;5;2;2;2;2;3;3;3;4;4;4;1;1;2;1;3;1;5;1;4;2;4;4;5;2;3;2;5;4;5;3;3;4
0;19;3;1;6;0;2;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;4;4;4;4;4;5;5;5;5;3;3;3;4;4;4;4;2;1
0;20;3;1;6;0;5;4;1;2;2;1;1;2;2;1;1;2;2;2;1;1;4;2;1;2;1;2;1;2;1;1;1;1;4;3;2;2;4;5;2;5;5
1;19;3;1;6;0;3;4;2;2;3;2;1;2;2;3;2;4;3;4;5;3;3;2;1;2;2;5;1;2;4;2;3;4;3;4;2;4;4;5;4;4;3
0;28;3;1;6;0;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;5;5;5;5;5;5;2;3;2;4;3;4;2;1;1
1;20;3;1;6;0;1;3;2;3;1;1;1;2;2;3;1;1;1;2;5;4;2;1;1;1;3;2;2;2;4;3;1;4;5;5;2;3;2;4;4;2;1
1;23;3;1;6;0;2;5;1;1;1;3;1;2;1;2;1;1;1;1;5;1;1;1;1;1;3;1;4;1;5;4;1;5;3;3;1;3;4;5;5;1;1
1;21;4;1;6;0;2;4;3;5;1;3;2;4;3;4;1;3;4;4;5;5;1;1;1;3;3;3;2;2;4;2;2;5;3;5;5;5;5;5;5;1;1
0;25;4;1;6;0;3;3;1;3;2;2;2;3;1;2;2;4;4;3;1;4;2;4;2;3;2;3;4;4;4;2;2;5;5;5;4;5;5;5;4;1;1
0;21;4;1;6;0;2;4;1;3;3;3;1;3;1;2;2;2;3;4;2;2;1;2;1;3;1;2;1;4;2;1;2;5;3;5;2;5;4;5;4;1;3
1;20;4;1;6;0;0;5;2;2;2;2;1;2;2;2;1;3;2;2;3;2;4;1;1;1;1;1;1;3;1;1;1;3;4;5;2;4;4;5;4;5;5
1;19;4;1;6;0;3;4;1;1;2;2;1;2;1;2;1;1;2;1;3;1;2;1;1;1;3;2;2;1;4;3;1;4;5;5;4;5;5;5;5;3;3
1;22;4;1;6;0;1;5;5;1;5;5;1;1;5;5;1;1;1;2;3;1;3;1;1;1;1;5;1;1;1;1;1;5;5;5;3;5;5;5;5;5;5
1;23;4;1;6;0;3;5;2;3;1;2;1;1;3;3;1;1;1;1;3;3;3;2;1;1;1;1;1;1;1;1;1;3;4;4;2;3;2;5;5;3;4
1;25;4;1;6;0;2;5;3;2;1;3;2;2;3;3;2;2;3;3;3;2;3;3;3;3;2;3;3;2;1;1;2;4;3;4;3;4;4;4;2;3;3
1;24;4;1;6;0;2;5;1;1;1;1;1;1;2;1;1;2;1;1;3;2;3;2;1;2;1;3;1;2;2;1;1;2;5;5;2;3;2;4;3;1;2
0;45;4;1;6;0;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;4;3;5;5;3;3
1;20;4;1;6;0;1;3;3;3;2;3;2;3;2;3;3;3;3;3;3;2;4;4;3;2;3;5;3;5;5;3;5;5;2;4;2;3;4;5;4;2;2
1;23;4;1;6;0;2;2;1;2;2;3;1;1;3;1;1;1;3;4;5;2;1;1;5;2;2;5;3;2;3;3;2;5;2;4;5;4;2;3;4;4;4
1;20;4;1;6;0;5;4;1;1;1;1;5;1;1;1;3;1;1;4;4;1;1;3;3;3;3;1;1;2;5;2;1;5;3;5;3;5;3;5;2;2;3
1;23;4;1;6;0;3;5;2;3;1;2;1;1;3;3;1;1;1;1;3;3;3;2;1;1;1;1;1;1;1;1;1;3;4;4;2;3;2;5;5;3;4
1;19;4;1;6;0;1;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;4;4;4;4;3;4;3;5;3;4;5;4;5;5;4;3;3
1;22;4;1;6;0;1;4;4;1;3;3;1;3;2;3;2;3;3;4;3;1;5;5;2;5;1;5;1;5;5;3;2;5;2;3;4;4;2;3;3;1;2
1;19;4;1;6;0;2;4;4;3;4;4;3;3;4;4;1;4;5;4;2;1;4;4;3;5;2;5;5;5;2;5;5;5;2;3;1;5;2;5;3;1;3
1;19;4;1;6;0;2;4;4;3;4;4;3;3;4;4;1;4;5;4;2;1;4;4;3;5;2;5;5;5;2;5;5;5;2;3;1;5;2;5;3;1;3
0;19;4;1;6;0;4;5;1;2;1;2;1;2;1;2;2;3;3;3;2;1;1;1;2;3;2;1;2;2;2;2;1;4;4;5;2;5;3;5;3;4;5
0;18;4;1;6;0;5;2;1;3;2;2;1;2;2;2;2;2;3;4;5;1;3;1;4;5;5;1;2;1;5;5;1;1;5;5;2;3;2;3;5;1;1
1;21;4;1;6;0;2;2;3;3;3;3;3;3;1;3;2;2;3;4;2;3;5;4;5;3;5;3;5;5;5;5;3;5;4;5;1;5;3;5;3;1;1
0;19;4;1;6;0;6;2;3;2;3;3;2;3;3;2;2;3;3;2;3;3;2;2;1;1;2;4;2;2;5;4;1;5;3;5;2;4;5;4;2;5;1
1;22;5;1;6;0;4;4;1;4;3;3;2;3;2;3;2;2;3;3;3;3;1;1;2;1;2;2;2;2;2;2;1;2;4;5;2;5;5;5;3;5;3
0;20;5;1;6;0;3;5;2;3;3;3;2;3;2;3;2;3;4;4;1;2;2;2;4;4;2;4;3;5;5;5;4;5;3;5;2;4;5;4;4;3;3
1;21;5;1;6;0;4;4;3;3;3;2;3;3;2;3;4;5;5;4;5;5;3;2;5;3;4;5;4;5;5;5;5;4;1;4;3;4;4;4;3;1;1
1;20;5;1;6;0;1;3;1;1;1;2;2;2;2;3;2;2;2;2;3;1;2;3;2;2;2;4;2;1;3;2;1;5;4;4;5;5;4;5;3;4;4
0;20;5;1;6;0;4;5;1;1;2;3;4;3;1;3;4;4;5;2;1;2;1;1;1;1;1;1;1;3;3;3;3;3;4;2;2;5;5;5;5;4;4
1;23;5;1;6;0;3;5;5;5;5;5;5;5;5;5;4;5;5;5;5;4;1;4;5;4;3;5;5;4;4;4;4;5;1;3;2;3;3;4;4;1;3
1;21;5;1;6;0;3;4;2;1;2;2;2;2;5;4;1;3;3;3;2;1;1;1;1;1;2;3;2;2;4;2;2;4;3;4;2;4;4;4;4;2;2
1;25;5;1;6;0;5;5;1;2;5;3;3;2;1;1;2;5;5;5;2;5;5;5;5;5;2;2;5;5;2;5;2;5;5;5;1;2;1;3;1;3;1
0;19;5;1;6;0;4;2;2;2;3;4;2;3;1;4;2;3;4;5;5;1;2;3;1;1;1;3;4;4;3;1;4;4;2;4;3;4;5;5;5;5;4
1;23;5;1;6;0;5;4;1;2;3;3;2;2;3;3;2;2;3;3;3;1;4;3;2;2;1;4;4;2;2;2;3;5;2;3;1;4;5;5;3;2;2
1;27;6;1;6;0;4;2;2;3;2;3;2;3;1;3;2;3;3;3;3;3;1;2;3;2;4;5;5;5;5;2;3;5;2;4;3;4;5;4;5;1;1
1;21;7;1;6;0;1;5;1;1;1;1;1;1;1;2;2;1;1;2;3;1;1;1;2;1;1;2;2;2;5;1;1;1;4;5;2;4;3;4;2;1;1
1;22;7;1;6;0;2;3;2;1;2;2;1;3;2;3;2;4;2;4;3;1;3;4;1;4;2;2;1;2;3;3;2;5;3;5;1;2;3;3;3;1;1
0;26;4;1;6;0;4;5;2;3;3;3;2;3;3;4;2;3;5;3;2;2;3;1;2;4;2;4;3;4;3;5;4;5;3;4;2;5;2;4;4;3;1
1;20;4;1;6;0;3;5;3;3;5;3;3;3;1;3;3;3;3;3;3;3;5;3;5;5;2;5;2;1;3;5;3;5;3;5;5;5;5;5;5;1;1
0;23;4;1;6;0;3;5;3;4;1;3;3;3;4;3;4;5;3;4;4;4;5;2;3;1;4;4;2;2;5;3;5;5;2;2;2;4;1;5;3;3;2
1;20;4;1;6;0;2;4;2;2;3;3;2;2;4;3;2;3;3;4;2;1;3;2;2;1;2;1;2;2;2;2;1;3;2;4;2;2;2;2;3;2;2
1;22;4;1;6;0;1;4;1;2;3;3;1;2;1;2;1;3;3;2;1;1;1;1;1;1;1;1;3;2;1;2;1;3;4;4;2;3;2;3;5;4;4
1;28;5;1;6;0;0;5;1;5;1;1;5;5;1;1;5;5;5;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1;5;5;3;4;4;4;4;5;5
0;25;6;1;6;0;1;4;2;4;3;3;4;4;4;4;2;4;5;4;2;2;3;2;3;4;4;3;4;1;5;5;4;5;2;4;2;4;4;5;2;3;3
1;19;7;1;6;0;0;4;1;1;1;3;2;1;2;2;1;1;1;3;3;1;1;1;1;1;2;4;1;1;4;4;1;4;3;5;3;5;5;5;4;1;4
1;20;7;1;6;0;3;5;1;4;1;1;2;2;1;1;5;4;4;3;1;2;1;1;1;1;1;3;3;1;1;2;1;4;5;5;1;5;5;5;3;4;4
1;20;7;1;6;0;0;1;1;2;1;1;1;1;3;3;3;2;2;2;3;2;5;2;2;2;1;5;3;3;2;1;1;5;3;4;4;5;5;3;5;5;5
1;20;7;1;6;0;3;5;1;1;1;1;1;2;1;1;1;1;2;2;3;1;1;1;1;1;1;1;1;1;1;1;1;3;5;5;1;3;2;5;3;5;5
0;20;2;1;6;0;1;4;2;3;3;2;2;2;3;3;2;3;5;2;5;4;1;2;2;3;2;4;2;4;5;2;2;4;3;4;3;3;2;5;4;4;3
1;21;2;1;6;0;2;4;1;2;2;2;1;1;2;2;1;1;1;2;1;1;2;3;1;2;2;3;2;2;1;1;3;5;2;2;3;4;3;5;4;5;5
1;19;2;1;6;0;3;4;1;2;2;2;1;2;2;2;2;1;1;2;2;2;5;3;2;3;2;2;2;3;3;2;1;1;3;4;4;5;5;5;4;3;3
1;19;2;1;6;0;2;4;1;3;1;1;1;1;2;1;1;3;1;1;4;3;3;1;1;2;2;1;1;1;3;3;1;1;4;5;4;5;4;5;5;5;3
1;19;2;1;6;0;0;5;3;1;3;4;1;3;2;1;5;3;4;5;1;1;1;1;1;1;1;3;1;1;1;1;1;4;4;4;3;5;4;5;5;3;5
0;23;2;1;6;0;2;3;1;2;1;1;5;1;3;1;3;3;3;2;2;2;3;5;5;5;3;2;5;5;5;3;1;1;5;3;2;5;5;5;3;1;1
0;20;2;1;6;0;4;4;2;3;2;3;2;2;2;3;1;1;3;3;5;3;1;1;1;2;1;3;2;2;1;1;1;5;2;5;1;5;3;5;4;5;5
1;21;3;1;6;0;2;5;1;1;1;2;2;2;2;1;2;2;2;2;3;2;1;1;2;2;1;1;1;2;1;2;1;3;4;5;2;5;3;5;5;4;4
1;21;3;1;6;0;3;4;1;3;1;2;1;2;2;2;1;3;3;2;3;3;3;2;2;2;1;3;2;2;1;1;1;3;4;4;1;4;3;5;2;5;5
1;19;4;1;6;0;4;5;1;5;1;2;5;5;2;2;5;4;5;2;5;5;5;2;2;1;1;1;1;3;4;1;1;3;4;5;1;5;2;5;4;3;2
0;20;4;1;6;0;2;3;1;1;3;2;2;2;2;3;1;1;1;3;3;1;5;1;1;3;3;5;1;1;5;4;2;5;3;4;2;5;1;5;5;1;2
0;25;4;1;6;0;2;5;1;1;3;4;1;2;1;5;1;3;3;5;2;1;1;1;2;1;1;1;5;5;3;1;5;5;2;3;3;4;5;5;5;3;3
0;23;4;1;6;0;3;5;2;2;3;2;1;2;1;2;2;3;3;1;2;2;2;1;2;3;1;2;2;2;2;1;2;5;3;4;4;4;5;4;4;5;4
0;27;4;1;6;0;4;5;2;4;3;3;3;3;2;3;3;3;4;4;3;3;2;5;4;5;5;5;5;5;5;4;5;5;2;3;2;4;4;4;3;3;3
1;22;4;1;6;0;2;4;1;2;3;3;2;2;2;3;2;2;5;3;1;1;5;1;1;1;1;5;1;1;3;1;1;5;3;4;1;5;4;5;3;5;4
1;19;4;1;6;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1;3;1;1;5;5;5;1;5;5;3;5;5;1
1;19;4;1;6;1;3;4;1;2;1;1;2;2;2;2;2;2;3;2;1;2;2;2;2;2;2;4;1;5;2;1;2;5;3;4;4;5;3;5;5;5;4
1;20;4;1;6;0;3;4;2;3;3;3;2;3;2;3;2;2;2;2;1;2;3;1;2;2;1;2;3;3;2;1;2;4;3;4;2;4;3;4;4;4;4
1;21;4;1;6;0;4;5;1;1;5;3;1;1;1;1;1;3;2;4;1;1;1;1;1;3;2;1;2;1;1;1;3;5;4;5;1;3;1;3;5;5;5
1;19;4;1;6;0;3;5;2;2;4;3;2;2;2;2;2;1;1;2;5;1;3;3;1;1;2;4;3;4;3;2;1;5;4;4;3;5;5;5;5;4;4
1;23;4;1;6;0;2;3;1;1;3;3;2;3;3;3;2;2;3;2;2;1;2;3;2;1;2;2;3;2;3;1;2;3;4;3;1;4;4;5;3;2;2
1;20;4;1;6;0;3;4;1;1;2;2;2;1;1;1;2;2;2;1;3;3;4;3;1;2;1;2;1;1;1;1;1;4;5;5;2;4;3;5;5;4;3
1;18;4;1;6;0;3;4;1;2;3;3;2;2;1;2;2;2;3;1;3;3;2;2;2;2;1;2;2;4;4;1;2;2;3;4;3;4;4;5;3;4;3
1;26;4;1;6;0;3;1;1;5;1;3;2;3;3;3;3;3;3;5;5;5;5;5;5;2;5;5;5;2;5;2;2;5;1;5;1;4;1;5;5;1;1
0;18;4;1;6;0;2;4;2;3;1;1;4;4;1;4;3;3;3;4;4;3;4;2;2;3;2;2;1;2;4;2;2;5;2;3;3;4;3;4;5;4;4
0;22;4;1;6;0;2;2;5;5;4;5;5;4;5;5;5;4;4;5;2;5;5;3;5;5;5;5;5;5;5;5;5;5;2;2;2;4;3;4;5;2;2
1;20;4;1;6;0;1;4;3;3;1;5;2;3;1;3;3;2;2;1;1;1;1;1;2;3;3;3;2;2;4;3;2;5;3;5;3;3;4;3;4;3;2
1;22;4;1;6;0;3;5;1;1;3;3;1;3;2;3;1;2;3;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;5;3;3;5;3;5;3;5;5
1;24;4;1;6;0;3;5;2;3;2;3;3;3;2;3;2;2;3;4;5;5;4;3;2;4;2;2;5;5;5;3;3;5;5;5;2;2;5;5;4;1;1
1;19;4;1;6;0;2;3;1;2;1;1;3;2;1;1;2;3;2;1;2;1;2;2;2;2;2;3;2;1;4;4;3;4;4;5;3;4;3;3;3;1;1
1;20;5;1;6;0;3;4;1;1;2;2;1;2;1;2;1;2;3;1;2;1;1;1;1;3;1;3;3;4;2;2;3;4;3;5;2;4;5;5;3;3;3
1;20;5;1;6;0;2;5;2;4;1;3;2;1;2;3;2;2;3;2;5;2;2;2;2;1;3;2;2;5;5;2;2;5;2;3;2;2;2;5;5;1;1
1;19;5;1;6;0;3;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;5;5;1;3;2;5;4;5;5
1;25;5;1;6;0;1;5;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;4;2;4;5;5;3;5;5
1;21;5;1;6;0;1;4;1;1;1;2;2;3;4;2;1;3;4;3;2;1;3;1;1;1;4;1;1;3;2;1;1;1;3;4;2;4;5;5;5;3;4
1;22;5;1;6;0;3;4;1;2;3;3;2;2;3;3;1;2;5;2;2;2;2;1;1;1;1;4;1;1;4;1;2;5;3;3;4;1;2;4;4;1;1
1;22;6;1;6;0;2;5;3;2;3;3;2;3;2;3;1;1;2;3;1;2;4;2;2;1;2;3;2;2;1;1;2;3;4;5;3;4;4;4;3;4;5
